"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Workers 16 Years and Over:","Workers 16 Years and Over: Car, Truck, or Van","Workers 16 Years and Over: Drove Alone","Workers 16 Years and Over: Carpooled","Workers 16 Years and Over: Public Transportation (Includes Taxicab)","Workers 16 Years and Over: Motorcycle","Workers 16 Years and Over: Bicycle","Workers 16 Years and Over: Walked","Workers 16 Years and Over: Other Means","Workers 16 Years and Over: Worked At Home","Total Population:","Total Population: More than 5 Years","Total Population: More than 10 Years","Total Population: More than 15 Years","Total Population: More than 18 Years","Total Population: More than 25 Years","Total Population: More than 35 Years","Total Population: More than 45 Years","Total Population: More than 55 Years","Total Population: More than 65 Years","Total Population: More than 75 Years","Total Population: More than 85 Years","Median Household Income (In 2021 Inflation Adjusted Dollars)","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"06073003107","Census Tract 31.07, San Diego County, California","ACSSF","ca","140","00","0009198",,,,,"06","073",,,"003107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003107","Census Tract 31.07",,,,2495,2139,1909,230,83,0,8,11,0,254,5338,5213,4948,4534,4352,3953,3440,2725,1764,1000,566,68,85255,5338,3554,988,1028,0,1244,115,0,179,1784,886,0,0,22,29,535,312
"06073003108","Census Tract 31.08, San Diego County, California","ACSSF","ca","140","00","0009199",,,,,"06","073",,,"003108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003108","Census Tract 31.08",,,,1733,1412,1253,159,47,21,34,0,39,180,3563,3305,3059,2777,2669,2289,1813,1254,784,437,255,100,90000,3563,1705,704,461,0,416,36,0,88,1858,821,0,137,10,0,645,245
"06073003109","Census Tract 31.09, San Diego County, California","ACSSF","ca","140","00","0009200",,,,,"06","073",,,"003109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003109","Census Tract 31.09",,,,1621,1422,1120,302,55,0,0,31,7,106,3492,3310,3090,3012,2898,2586,1993,1576,1333,878,167,59,106042,3492,2865,125,311,0,2245,24,0,160,627,166,0,0,15,0,54,392
"06073003111","Census Tract 31.11, San Diego County, California","ACSSF","ca","140","00","0009201",,,,,"06","073",,,"003111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003111","Census Tract 31.11",,,,2688,2296,1810,486,74,0,0,13,0,305,6681,6140,5634,5094,4617,3974,3022,2048,1277,823,339,187,53451,6681,3192,337,798,0,1737,0,0,320,3489,2401,3,28,174,0,628,255
"06073003112","Census Tract 31.12, San Diego County, California","ACSSF","ca","140","00","0009202",,,,,"06","073",,,"003112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003112","Census Tract 31.12",,,,1777,1632,1442,190,41,0,0,0,0,104,3908,3691,3193,2900,2767,2544,1842,1215,818,367,70,0,85802,3908,2217,268,658,0,919,0,7,365,1691,913,37,33,0,0,378,330
"06073003113","Census Tract 31.13, San Diego County, California","ACSSF","ca","140","00","0009203",,,,,"06","073",,,"003113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003113","Census Tract 31.13",,,,2304,2067,1851,216,14,32,0,0,1,190,4597,4394,4148,3899,3789,3382,2549,2008,1485,811,274,131,98313,4597,3580,366,389,0,2277,153,0,395,1017,629,0,0,0,0,246,142
"06073003114","Census Tract 31.14, San Diego County, California","ACSSF","ca","140","00","0009204",,,,,"06","073",,,"003114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003114","Census Tract 31.14",,,,1549,1335,1015,320,86,3,0,0,18,107,3560,3420,3226,3048,2938,2467,2020,1611,1108,603,185,116,98093,3560,2933,307,522,0,1838,79,0,187,627,418,6,0,8,0,92,103
"06073003115","Census Tract 31.15, San Diego County, California","ACSSF","ca","140","00","0009205",,,,,"06","073",,,"003115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003115","Census Tract 31.15",,,,2306,2011,1785,226,60,7,0,12,13,203,5866,5613,5146,4877,4693,4355,3523,2703,1996,1295,369,56,84605,5866,3656,378,851,0,2325,24,0,78,2210,1423,0,16,190,0,259,322
"06073003201","Census Tract 32.01, San Diego County, California","ACSSF","ca","140","00","0009206",,,,,"06","073",,,"003201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003201","Census Tract 32.01",,,,2386,2200,2038,162,20,33,9,8,0,116,5372,4621,4219,3919,3754,3195,2105,989,604,370,246,70,79821,5372,3545,789,911,0,1139,221,0,485,1827,1011,4,40,211,0,421,140
"06073003202","Census Tract 32.02, San Diego County, California","ACSSF","ca","140","00","0009207",,,,,"06","073",,,"003202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003202","Census Tract 32.02",,,,2203,1841,1548,293,99,68,17,8,11,159,4654,4324,4014,3716,3646,3304,2554,1873,1225,783,485,89,76277,4654,1468,514,492,9,336,0,0,117,3186,1342,4,29,0,0,877,934
"06073003204","Census Tract 32.04, San Diego County, California","ACSSF","ca","140","00","0009208",,,,,"06","073",,,"003204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003204","Census Tract 32.04",,,,1439,1110,1066,44,83,6,31,17,0,192,3200,2928,2821,2642,2557,2322,1968,1503,1165,753,311,76,86094,3200,1587,959,190,0,388,4,0,46,1613,763,48,11,0,0,658,133
"06073003207","Census Tract 32.07, San Diego County, California","ACSSF","ca","140","00","0009209",,,,,"06","073",,,"003207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003207","Census Tract 32.07",,,,3263,3028,2847,181,12,14,0,0,68,141,6413,6196,5698,5388,5245,5002,3668,2978,2166,1121,469,233,104810,6413,3342,1826,100,0,1079,84,0,253,3071,1615,25,0,106,0,163,1162
"06073003208","Census Tract 32.08, San Diego County, California","ACSSF","ca","140","00","0009210",,,,,"06","073",,,"003208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003208","Census Tract 32.08",,,,2962,2731,2310,421,74,5,0,52,0,100,6788,6544,5851,5208,4864,4126,3398,2058,1399,906,291,65,69315,6788,4519,734,972,0,1967,0,12,834,2269,1294,0,0,18,0,364,593
"06073003209","Census Tract 32.09, San Diego County, California","ACSSF","ca","140","00","0009211",,,,,"06","073",,,"003209",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003209","Census Tract 32.09",,,,2682,2400,2059,341,25,0,0,2,89,166,5424,5282,4948,4527,4384,3801,2805,2050,1530,742,313,92,71825,5424,3877,444,786,0,2321,104,1,221,1547,887,16,0,17,0,340,287
"06073003211","Census Tract 32.11, San Diego County, California","ACSSF","ca","140","00","0009212",,,,,"06","073",,,"003211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003211","Census Tract 32.11",,,,1628,1248,1123,125,61,18,0,1,5,295,3250,3097,2903,2653,2514,2151,1750,1265,750,354,170,72,82449,3250,1305,557,173,0,434,0,0,141,1945,929,0,6,0,0,582,428
"06073003212","Census Tract 32.12, San Diego County, California","ACSSF","ca","140","00","0009213",,,,,"06","073",,,"003212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003212","Census Tract 32.12",,,,1997,1890,1762,128,29,0,13,25,0,40,4102,3988,3786,3457,3202,2839,2203,1749,1271,717,270,82,102976,4102,2590,445,383,0,1349,86,0,327,1512,609,0,0,0,0,574,329
"06073003213","Census Tract 32.13, San Diego County, California","ACSSF","ca","140","00","0009214",,,,,"06","073",,,"003213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003213","Census Tract 32.13",,,,2052,1640,1424,216,108,0,0,30,91,183,3798,3642,3407,3271,3127,2840,2203,1827,1221,693,221,78,122353,3798,3043,390,355,0,2187,39,0,72,755,217,21,0,54,0,224,239
"06073003214","Census Tract 32.14, San Diego County, California","ACSSF","ca","140","00","0009215",,,,,"06","073",,,"003214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003214","Census Tract 32.14",,,,2433,2225,1982,243,46,9,0,8,27,118,5058,4829,4375,4091,4033,3739,2506,1960,1562,913,222,23,70988,5058,3484,538,1647,31,976,70,31,191,1574,723,0,95,0,0,398,358
"06073003301","Census Tract 33.01, San Diego County, California","ACSSF","ca","140","00","0009216",,,,,"06","073",,,"003301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003301","Census Tract 33.01",,,,1659,1376,1211,165,127,0,0,114,0,42,3760,3333,2913,2557,2381,2064,1412,975,463,191,111,38,58750,3760,1036,177,736,0,44,21,32,26,2724,1895,14,29,0,0,587,199
"06073003303","Census Tract 33.03, San Diego County, California","ACSSF","ca","140","00","0009217",,,,,"06","073",,,"003303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003303","Census Tract 33.03",,,,2128,1883,1372,511,90,0,8,95,35,17,4725,4398,4045,3592,3360,3027,2030,1399,948,569,321,58,45208,4725,1093,486,393,0,163,35,0,16,3632,2307,0,50,20,0,1125,130
"06073003304","Census Tract 33.04, San Diego County, California","ACSSF","ca","140","00","0009218",,,,,"06","073",,,"003304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003304","Census Tract 33.04",,,,1518,1260,1061,199,90,0,0,8,22,138,3454,3260,2923,2501,2317,1937,1454,995,510,287,84,29,39539,3454,1285,276,340,0,472,0,0,197,2169,1368,0,24,4,0,522,251
"06073003305","Census Tract 33.05, San Diego County, California","ACSSF","ca","140","00","0009219",,,,,"06","073",,,"003305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003305","Census Tract 33.05",,,,2971,2692,2139,553,229,0,0,20,0,30,7060,6663,6002,5288,4853,3933,2844,1897,1146,529,178,45,43750,7060,2290,297,1346,0,609,0,0,38,4770,3274,0,35,0,0,1081,380
"06073003401","Census Tract 34.01, San Diego County, California","ACSSF","ca","140","00","0009220",,,,,"06","073",,,"003401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003401","Census Tract 34.01",,,,3013,2269,1774,495,79,24,0,94,0,547,6494,5986,5657,5519,5366,4334,2945,2243,1714,936,419,210,64063,6494,4623,1240,1907,55,1249,57,0,115,1871,1134,0,0,0,0,600,137
"06073003403","Census Tract 34.03, San Diego County, California","ACSSF","ca","140","00","0009221",,,,,"06","073",,,"003403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003403","Census Tract 34.03",,,,1887,1669,1409,260,117,0,0,52,15,34,4096,3811,3547,3240,3065,2682,2102,1439,797,326,183,46,65134,4096,885,467,213,84,61,0,8,52,3211,2154,0,0,0,0,706,351
"06073003404","Census Tract 34.04, San Diego County, California","ACSSF","ca","140","00","0009222",,,,,"06","073",,,"003404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003404","Census Tract 34.04",,,,2045,1568,1156,412,265,23,10,100,0,79,4800,4586,4216,3800,3480,2904,2088,1303,765,448,219,69,61473,4800,1636,291,688,29,536,0,0,92,3164,2574,76,0,0,0,151,363
"06073003501","Census Tract 35.01, San Diego County, California","ACSSF","ca","140","00","0009223",,,,,"06","073",,,"003501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003501","Census Tract 35.01",,,,1802,1505,1143,362,168,50,0,29,0,50,4023,3737,3560,3118,3032,2517,1695,1343,816,295,55,0,48484,4023,690,349,148,0,58,0,13,122,3333,2264,29,115,0,0,682,243
"06073003502","Census Tract 35.02, San Diego County, California","ACSSF","ca","140","00","0009224",,,,,"06","073",,,"003502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003502","Census Tract 35.02",,,,1994,1480,1038,442,307,0,4,20,0,183,4895,4579,4215,3845,3743,3414,2667,1842,1296,861,324,213,44136,4895,440,40,257,0,82,0,0,61,4455,2463,19,0,0,0,1309,664
"06073003601","Census Tract 36.01, San Diego County, California","ACSSF","ca","140","00","0009225",,,,,"06","073",,,"003601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003601","Census Tract 36.01",,,,1292,1052,742,310,104,0,12,31,0,93,3357,3161,2766,2407,2233,1924,1375,925,571,203,47,9,58309,3357,409,68,309,0,30,0,0,2,2948,1930,9,0,11,0,753,245
"06073003602","Census Tract 36.02, San Diego County, California","ACSSF","ca","140","00","0009226",,,,,"06","073",,,"003602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003602","Census Tract 36.02",,,,1517,1157,1008,149,289,0,0,11,8,52,3609,3258,2980,2688,2509,1994,1372,892,497,259,76,4,57557,3609,689,135,330,0,55,0,0,169,2920,2200,4,0,0,0,571,145
"06073003603","Census Tract 36.03, San Diego County, California","ACSSF","ca","140","00","0009227",,,,,"06","073",,,"003603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003603","Census Tract 36.03",,,,1445,1254,972,282,54,0,0,36,50,51,2992,2822,2670,2466,2326,1970,1549,1121,669,369,113,41,57621,2992,513,234,46,0,209,0,24,0,2479,1755,8,0,0,0,518,198
"06073003800","Census Tract 38, San Diego County, California","ACSSF","ca","140","00","0009228",,,,,"06","073",,,"003800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003800","Census Tract 38",,,,10636,5232,4182,1050,1135,43,99,3580,63,484,10676,10676,10676,10676,10668,3989,1027,46,0,0,0,0,,10676,8216,4546,1867,134,1261,33,7,368,2460,890,119,46,107,0,1127,171
"06073003901","Census Tract 39.01, San Diego County, California","ACSSF","ca","140","00","0009229",,,,,"06","073",,,"003901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003901","Census Tract 39.01",,,,1966,1535,1233,302,265,5,50,27,11,73,4422,4126,3866,3365,3045,2551,1765,1032,559,192,72,21,50227,4422,518,178,206,0,33,0,0,101,3904,2315,0,128,0,0,767,694
"06073003902","Census Tract 39.02, San Diego County, California","ACSSF","ca","140","00","0009230",,,,,"06","073",,,"003902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073003902","Census Tract 39.02",,,,2362,1957,1786,171,203,10,0,26,63,103,4603,4168,3717,3499,3243,2899,2013,1223,647,400,135,108,50583,4603,674,209,300,10,147,0,0,8,3929,2598,56,34,0,0,746,495
"06073004000","Census Tract 40, San Diego County, California","ACSSF","ca","140","00","0009231",,,,,"06","073",,,"004000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004000","Census Tract 40",,,,1882,1591,1426,165,123,0,0,67,68,33,4130,3776,3426,2897,2727,2513,1468,1024,643,254,103,3,42813,4130,562,279,219,7,18,0,0,39,3568,2169,27,156,16,0,1028,172
"06073004101","Census Tract 41.01, San Diego County, California","ACSSF","ca","140","00","0009232",,,,,"06","073",,,"004101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004101","Census Tract 41.01",,,,2928,2460,2315,145,189,21,13,46,0,199,4318,4197,3942,3719,3699,3343,1769,1080,609,213,48,37,57881,4318,3063,1956,662,0,364,0,0,81,1255,1028,0,33,0,0,172,22
"06073004102","Census Tract 41.02, San Diego County, California","ACSSF","ca","140","00","0009233",,,,,"06","073",,,"004102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004102","Census Tract 41.02",,,,1088,743,586,157,70,0,0,21,20,234,2004,1921,1799,1686,1673,1614,986,670,372,173,153,56,71927,2004,912,794,65,13,40,0,0,0,1092,790,0,0,0,0,210,92
"06073004200","Census Tract 42, San Diego County, California","ACSSF","ca","140","00","0009234",,,,,"06","073",,,"004200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004200","Census Tract 42",,,,3254,2339,2211,128,33,0,41,2,19,820,5749,5349,4982,4666,4561,4476,3184,2325,1445,730,283,118,131146,5749,4440,3417,190,37,166,0,8,622,1309,1149,26,0,0,0,24,110
"06073004300","Census Tract 43, San Diego County, California","ACSSF","ca","140","00","0009235",,,,,"06","073",,,"004300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004300","Census Tract 43",,,,2462,1844,1766,78,250,6,23,30,16,293,4091,3901,3734,3526,3431,3162,2151,1516,1035,613,164,33,81542,4091,3221,2705,284,0,161,0,12,59,870,416,65,21,7,0,158,203
"06073004400","Census Tract 44, San Diego County, California","ACSSF","ca","140","00","0009236",,,,,"06","073",,,"004400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004400","Census Tract 44",,,,2475,1759,1690,69,122,0,46,86,18,444,4088,3811,3684,3481,3452,3100,2098,1257,787,457,205,53,80625,4088,2814,2483,30,11,61,42,0,187,1274,608,0,0,34,0,340,292
"06073004501","Census Tract 45.01, San Diego County, California","ACSSF","ca","140","00","0009237",,,,,"06","073",,,"004501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004501","Census Tract 45.01",,,,1921,1424,1178,246,200,41,10,7,8,231,2431,2364,2317,2274,2190,2022,1020,636,343,157,85,8,69561,2431,1262,1010,47,9,111,0,24,61,1169,769,0,2,8,0,241,149
"06073004600","Census Tract 46, San Diego County, California","ACSSF","ca","140","00","0009238",,,,,"06","073",,,"004600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004600","Census Tract 46",,,,1296,938,832,106,91,0,44,46,7,170,2005,1917,1882,1860,1848,1685,1152,757,502,299,30,0,68698,2005,1229,942,161,0,41,24,0,61,776,344,18,27,11,12,274,90
"06073004700","Census Tract 47, San Diego County, California","ACSSF","ca","140","00","0009239",,,,,"06","073",,,"004700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004700","Census Tract 47",,,,1091,884,857,27,86,0,22,11,32,56,1580,1541,1462,1413,1380,1268,878,538,235,145,65,9,58750,1580,625,484,72,0,14,23,11,21,955,679,0,0,0,0,55,221
"06073004800","Census Tract 48, San Diego County, California","ACSSF","ca","140","00","0009240",,,,,"06","073",,,"004800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004800","Census Tract 48",,,,1609,1091,877,214,133,0,34,112,55,184,3789,3520,3322,3043,2945,2646,2338,1580,1054,641,400,57,45791,3789,801,420,132,0,19,0,0,230,2988,2409,22,52,25,7,296,177
"06073004900","Census Tract 49, San Diego County, California","ACSSF","ca","140","00","0009241",,,,,"06","073",,,"004900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073004900","Census Tract 49",,,,2361,1822,1626,196,100,0,10,87,0,342,5173,4736,4288,3927,3708,3253,2153,1443,922,404,140,24,44805,5173,1149,543,434,0,122,0,0,50,4024,2408,19,24,0,0,903,670
"06073005000","Census Tract 50, San Diego County, California","ACSSF","ca","140","00","0009242",,,,,"06","073",,,"005000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005000","Census Tract 50",,,,846,552,514,38,99,0,0,78,22,95,2147,1918,1727,1620,1497,1256,766,476,282,171,66,14,43152,2147,368,273,41,0,54,0,0,0,1779,1134,5,18,0,0,323,299
"06073005101","Census Tract 51.01, San Diego County, California","ACSSF","ca","140","00","0009243",,,,,"06","073",,,"005101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005101","Census Tract 51.01",,,,1092,573,326,247,66,0,0,298,47,108,2074,1880,1771,1627,1544,1320,859,572,291,159,99,0,54255,2074,958,368,226,0,330,0,13,21,1116,271,15,0,0,0,750,80
"06073005102","Census Tract 51.02, San Diego County, California","ACSSF","ca","140","00","0009244",,,,,"06","073",,,"005102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005102","Census Tract 51.02",,,,2725,1821,1654,167,161,0,157,228,0,358,3874,3784,3784,3784,3784,3644,2048,1173,753,354,55,0,75594,3874,3092,2444,205,0,206,38,0,199,782,394,13,0,69,0,215,91
"06073005103","Census Tract 51.03, San Diego County, California","ACSSF","ca","140","00","0009245",,,,,"06","073",,,"005103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005103","Census Tract 51.03",,,,571,328,328,0,74,0,24,34,29,82,2198,2136,2082,1987,1838,1698,1457,1219,811,237,48,0,21109,2198,1362,879,356,16,67,12,9,23,836,806,0,0,0,0,5,25
"06073005201","Census Tract 52.01, San Diego County, California","ACSSF","ca","140","00","0009246",,,,,"06","073",,,"005201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005201","Census Tract 52.01",,,,2334,1616,1601,15,152,0,0,270,19,277,3034,2995,2944,2916,2905,2602,931,463,285,169,9,0,73871,3034,2375,1535,363,0,319,0,0,158,659,407,52,0,0,0,134,66
"06073005202","Census Tract 52.02, San Diego County, California","ACSSF","ca","140","00","0009247",,,,,"06","073",,,"005202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005202","Census Tract 52.02",,,,2658,1575,1549,26,202,61,12,333,29,446,4706,4452,4424,4332,4317,3860,1920,1397,945,516,239,92,53082,4706,3455,2282,595,58,331,0,16,173,1251,780,15,0,0,0,164,292
"06073005301","Census Tract 53.01, San Diego County, California","ACSSF","ca","140","00","0009248",,,,,"06","073",,,"005301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005301","Census Tract 53.01",,,,1861,1026,937,89,158,9,39,350,0,279,2533,2525,2515,2464,2464,2002,1165,670,372,243,138,33,67546,2533,1832,1255,174,0,241,0,0,162,701,326,0,44,0,0,165,166
"06073005302","Census Tract 53.02, San Diego County, California","ACSSF","ca","140","00","0009249",,,,,"06","073",,,"005302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005302","Census Tract 53.02",,,,887,299,237,62,106,0,0,224,0,258,3924,3874,3849,3849,3809,3472,2305,1641,984,534,271,88,69672,3924,2429,1635,410,14,291,0,9,70,1495,706,0,46,20,0,531,192
"06073005401","Census Tract 54.01, San Diego County, California","ACSSF","ca","140","00","0009250",,,,,"06","073",,,"005401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005401","Census Tract 54.01",,,,1083,670,523,147,59,0,0,25,0,329,1760,1647,1542,1542,1542,1517,875,695,457,244,0,0,131343,1760,1587,1191,332,0,64,0,0,0,173,28,0,0,0,0,84,61
"06073005402","Census Tract 54.02, San Diego County, California","ACSSF","ca","140","00","0009251",,,,,"06","073",,,"005402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005402","Census Tract 54.02",,,,2784,1259,1180,79,201,90,0,311,27,896,4238,4167,4167,4167,4134,3934,2785,2233,1702,1041,239,0,136645,4238,3907,2841,142,0,647,213,0,64,331,175,0,0,0,0,123,33
"06073005403","Census Tract 54.03, San Diego County, California","ACSSF","ca","140","00","0009252",,,,,"06","073",,,"005403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005403","Census Tract 54.03",,,,1146,647,451,196,61,0,26,113,0,299,2465,2465,2465,2434,2434,2318,2010,1694,1329,889,438,43,130694,2465,2167,1696,284,31,135,21,0,0,298,87,0,0,0,0,127,84
"06073005500","Census Tract 55, San Diego County, California","ACSSF","ca","140","00","0009253",,,,,"06","073",,,"005500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073005500","Census Tract 55",,,,279,53,12,41,0,0,0,113,0,113,316,316,316,316,316,89,25,1,1,0,0,0,,316,223,92,113,8,10,0,0,0,93,29,0,0,0,0,64,0
